formula,Temperature,target
NpAl2Pd5,1000,0
La(AlGa)2,1000,0
Al5C3N,1000,0
Zr3Al3C5,1000,0
CaAlPd,1000,0
Zr2Al4C5,1000,0
Yb(AlGa)2,1000,0
Al(SeCl2)2,1000,0
TaAlNi2,1000,0
K3AlH6,1000,0
AlPO4,1000,0
U2Al20Fe,1000,0
Ce(Al4Fe)2,1000,0
AlTlI4,1000,0
AlHO2,1000,0
Al(HO)3,1000,0
Al(HO)3,1000,0
Al(HO)3,1000,0
ZrAlW,1000,0
AlCr3B4,1000,0
Ca3Al2O6,1000,0
Nd2(Al3Co)3,1000,0
La6Mg22Al,1000,0
KAlH4,1000,0
Al3Bi5Br12,1000,0
Al22CdO34,1000,0
Al5HO8,1000,0
LaAlO3,1000,0
AlPO4,1000,0
LiAlSe2,1000,0
LuAlO3,1000,0
KAl11O17,1000,0
Al11TlO17,1000,0
KAl11O17,1000,0
Al3CrO6,1000,0
Al11InO17,1000,0
NaAlF4,1000,0
AlBiO3,1000,0
U2AlCu3,1000,0
LaAlO3,1000,0
La3Al5O12,1000,0
AlPO4,1000,0
Al2ZnTe4,1000,0
LiAlB14,1000,0
Na3AlAs2,1000,0
Ti2AlTc,1000,0
Li2PrAl,1000,0
Er2MgAl,1000,0
PaMn2Al,1000,0
BeAlRh2,1000,0
LiAlRh2,1000,0
ScAlCo2,1000,0
AlZnIr2,1000,0
AlSiRu2,1000,0
KAl11O17,1000,0
Ho2AlZn,1000,0
MgAlPd2,1000,0
NbAlOs2,1000,0
NbAlFe2,1000,0
Tm2MgAl,1000,0
Yb(Mg4Al3)4,1000,0
MgAlIr2,1000,0
AlZnRh2,1000,0
TiAlRh2,1000,0
Al2RuRh,1000,0
Y2Al3Si2,1000,0
Mg(AlC)2,1000,0
Al2SiO5,1000,0
AlTlSe2,1000,0
LiAlGe,1000,0
CaAlH5,1000,0
TbAlCu2,1000,0
Tb(AlC)3,1000,0
PaAlCu2,1000,0
La(Al2Fe)4,1000,0
HfAlFe2,1000,0
Al2CoOs,1000,0
Dy(Al2Cu)4,1000,0
LiAlB4,1000,0
Ti2AlV,1000,0
AlMoO3,1000,0
Al(FeO2)2,1000,0
Al(CuO2)3,1000,0
AlCr2O4,1000,0
Al10(Bi2O9)3,1000,0
AlCoO3,1000,0
AlBiO3,1000,0
Al5(FeO4)3,1000,0
Al5(FeO4)3,1000,0
AlNiO3,1000,0
Al(MoS2)12,1000,0
Al2Co2O7,1000,0
AlCoO3,1000,0
AlV2O4,1000,0
Al(NiO2)2,1000,0
Al(WO2)2,1000,0
Al(CoO2)2,1000,0
AlNi3F15,1000,0
AlCo3F15,1000,0
Al(CoSi)2,1000,0
Tb3AlC,1000,0
Sm2AlGe6,1000,0
Dy3AlN,1000,0
DyAlZn,1000,0
GdAlZn,1000,0
AlGa3N4,1000,0
AlPO4,1000,0
KAl9O14,1000,0
LuAlGe,1000,0
LuAl2Ni,1000,0
CeAl2Pd5,1000,0
Ho2AlSi2,1000,0
Zr2TiAl,1000,0
Dy2AlNi2,1000,0
HfAlPt2,1000,0
UAlIr,1000,0
Sr(AlAu)2,1000,0
ThAlIr,1000,0
Al2CuIr,1000,0
HfAlAu2,1000,0
ScAlAu2,1000,0
Ca3Al7Cu2,1000,0
AlCrCo2,1000,0
AlFeCo2,1000,0
HfAlCu2,1000,0
MnAlRh2,1000,0
Mn2AlV,1000,0
Ca2AlTl,1000,0
Al2TcRh,1000,0
AlRu2W,1000,0
ScAlRu2,1000,0
PrAl4Ni,1000,0
MgAlPt2,1000,0
AlFeIr2,1000,0
Sc2AlPd,1000,0
AlFeRu2,1000,0
AlNiPt2,1000,0
AlCdRh2,1000,0
Al2CrIr,1000,0
Al2ZnS4,1000,0
KAlH3,1000,0
AlCrOs2,1000,0
Hf2AlMo,1000,0
AlZnPd2,1000,0
Sc2AlAu,1000,0
GdAlNi,1000,0
DyAlAu,1000,0
LuAlPt,1000,0
DyAlPt,1000,0
Al2Si2O9,1000,0
Al(VS2)4,1000,0
Eu(AlS2)2,1000,0
Er(Al2Cu)4,1000,0
Ho(Al2Cu)4,1000,0
AlI3N5,1000,0
Tb4ZrAl15,1000,0
Na3AlCl6,1000,0
Rb3AlF6,1000,0
Rb3AlI6,1000,0
CeAlNi,1000,0
NbAlRu2,1000,0
TbAlNi,1000,0
La3AlO6,1000,0
AlRhO3,1000,0
AlInO3,1000,0
AlPdO3,1000,0
LiAlH4,1000,0
BaAl2O6,1000,0
Ce5Al2Ru3,1000,0
AlWO4,1000,0
Al6B5O18,1000,0
AlSeO10,1000,0
Al(HO)3,1000,0
Al(NCl)4,1000,0
AlPO4,1000,0
AlSiO3,1000,0
Al2TcPd,1000,0
AlZnCu2,1000,0
AlPbO3,1000,0
HoTmAl2,1000,0
Gd(Mg4Al3)4,1000,0
Mg16Al12Au,1000,0
Mg16Al12Cr,1000,0
Mg16Al12Ge,1000,0
Mg16Al12I,1000,0
Mg16Al12I,1000,0
Mg16Al12S,1000,0
Mg16MnAl12,1000,0
Mg16ZrAl12,1000,0
Mg17Al11Ga,1000,0
Mg17Al11Pb,1000,0
MnAl2Tc,1000,0
Pm2AlGa,1000,0
Pr(Mg4Al3)4,1000,0
ThAlCu2,1000,0
TiAlIr2,1000,0
Tm2AlRu,1000,0
Y2AlCd,1000,0
Pr2Al2Co15,1000,0
Ta4AlN3,1000,0
CsAlTe3,1000,0
Sr3(AlAs2)2,1000,0
BaAl4Se7,1000,0
Tb3(AlNi3)2,1000,0
Pr2AlCo2,1000,0
Gd(Al5Ru)2,1000,0
AlP2O11,1000,0
Zr6Al7Cu16,1000,0
Cs3AlTe3,1000,0
Zr6Al16Co7,1000,0
Rb4Al2S5,1000,0
Dy3(Al3Ru)4,1000,0
Sm6Al43W4,1000,0
Lu6Al43W4,1000,0
Dy2Al5Fe12,1000,0
AlNF4,1000,0
U(Al10Cr)2,1000,0
Al2Br7N,1000,0
Dy6Al43W4,1000,0
Er6Al43W4,1000,0
U6Al43Cr4,1000,0
Ho6Al43W4,1000,0
Mg3(Al9W)2,1000,0
ThAlCo,1000,0
NpAl3Pd2,1000,0
Nd(AlSi)2,1000,0
La(AlSi)2,1000,0
AlNi3C,1000,0
MgAlB4,1000,0
Zr(AlC)4,1000,0
YbAl2Cu3,1000,0
Y2(Al3Ir)3,1000,0
Y6Ti4Al43,1000,0
Tm3Al5O12,1000,0
Tm12Al7Si,1000,0
Ti3NbAl2,1000,0
U6Ta4Al43,1000,0
U6Al39Mo8,1000,0
Tb6Ta4Al43,1000,0
Tb6Ti4Al43,1000,0
Sm6Al43V4,1000,0
SmAl3Ni,1000,0
Sm(Al5Ru)2,1000,0
RbAlH4,1000,0
Sm12Al7Si,1000,0
Pr3(Al3Ru)4,1000,0
Pr2(Al3Ir)3,1000,0
NdAlRh,1000,0
Nb6Al11Ir,1000,0
Nd6Al5Fe9,1000,0
NaAlBr4,1000,0
Nd6Ta4Al43,1000,0
Li2AlSi,1000,0
La3(Al2Si3)2,1000,0
La4Al51W7,1000,0
LaAlRh,1000,0
Ho3(Al3Os)4,1000,0
Ho4Al2O9,1000,0
Er(Al5Ru)2,1000,0
Er(Al5Fe)2,1000,0
Er2(Al3Pd)3,1000,0
Er2(Al3Rh)3,1000,0
Er3(Al3Os)4,1000,0
Dy(Al5Re)2,1000,0
Dy6Nb4Al43,1000,0
Dy2AlGe3,1000,0
Er6Al3Si,1000,0
Ca6Al43W4,1000,0
Ca11AlSb9,1000,0
Ca3Al2O6,1000,0
Al3(O2F)2,1000,0
Al11NO17,1000,0
AlAsO6,1000,0
ZrUAl6,1000,0
ZrAlN2,1000,0
ZrAlMo,1000,0
ZrAl3N4,1000,0
ZrAl6Mo,1000,0
Zr4Al11Si,1000,0
Zr2Al3Ni,1000,0
Zr2Al3C4,1000,0
YErAl6,1000,0
Y2AlCo3,1000,0
UAlFe,1000,0
UAlCo,1000,0
TmAlFe,1000,0
U2Al3Ga,1000,0
U(AlFe)6,1000,0
UMnAl,1000,0
TiAlFe2,1000,0
TiAlN2,1000,0
TiAlCu2,1000,0
Ti4AlGe7,1000,0
ThAl2Fe3,1000,0
ThMn3Al2,1000,0
TbAlGa,1000,0
TbDy3Al8,1000,0
Tb(AlCu)6,1000,0
Tb(AlFe)6,1000,0
Ta3AlFe8,1000,0
Sr2Al3In,1000,0
SmUAl4,1000,0
SmAlCu4,1000,0
ScAlCo,1000,0
Sc(AlFe)6,1000,0
PrAlCu4,1000,0
PrYAl4,1000,0
Pu(AlGa)2,1000,0
PuAlFe,1000,0
PrHoAl4,1000,0
Pr6Al3Fe11,1000,0
NdHoAl4,1000,0
NbAl6Mo,1000,0
Nb3AlN4,1000,0
Nb3AlFe8,1000,0
Nb2(AlGa)3,1000,0
Nb2AlB6,1000,0
Nb2Al3Ir,1000,0
Nb12Al3In,1000,0
MnAlFe2,1000,0
MnAlIr,1000,0
MnAl2Cr3,1000,0
MnAl24Cr,1000,0
MnAlIr2,1000,0
Mn3Al2V3,1000,0
MgAl2O4,1000,0
LuAlCu,1000,0
LuAlFe,1000,0
LaPrAl4,1000,0
LaPrAl6,1000,0
LaNdAl6,1000,0
Lu10Al4Ge11,1000,0
LaAl2Pt3,1000,0
LaAlCu4,1000,0
LaAlNi4,1000,0
HoAlGa,1000,0
Ho4HfAl15,1000,0
Ho4ZrAl15,1000,0
Ho(MnAl)6,1000,0
Ho8(AlGe3)3,1000,0
HfAlZn,1000,0
HfAlMo,1000,0
HfAlFe,1000,0
GdLuAl4,1000,0
Ho9Al5Se21,1000,0
Gd(AlCu)6,1000,0
DyErAl4,1000,0
Er4AlSi3,1000,0
ErAlCo,1000,0
CeLuAl4,1000,0
CeAlNi4,1000,0
CeAlCo,1000,0
Ce2Al3Ru,1000,0
CaSmAl4,1000,0
CaDyAl4,1000,0
CaAl2F10,1000,0
Ca2AlZn16,1000,0
Ca4AlZn43,1000,0
AlSiPt6,1000,0
Al4Si2Mo3,1000,0
Ba2(CaAl3)3,1000,0
Al2VNi9,1000,0
Al5Ni41B12,1000,0
Al3GeW2,1000,0
Ba(AlSe2)2,1000,0
AlWC,1000,0
AlNi6Pd,1000,0
AlInSb2,1000,0
AlCrFe2,1000,0
Al2FeNi,1000,0
Al3NO3,1000,0
AlGa3N4,1000,0
Al2CO,1000,0
AlGe3Mo2,1000,0
Al3Ni9C,1000,0
Al53Fe17Si12,1000,0
Al(V4Ge)3,1000,0
Al(SiO3)2,1000,0
Mg(AlGe)2,1000,0
Mg(AlSb)2,1000,0
YAlN2,1000,0
AlCrN2,1000,0
AlCrN2,1000,0
Al2Cd3N4,1000,0
Al2Pb3N4,1000,0
Al2InN3,1000,0
YAl2N3,1000,0
Na3AlN2,1000,0
Al2SiO5,1000,0
Al5(CuO4)3,1000,0
Al(CoO2)3,1000,0
AlCrO3,1000,0
Al2Sb2O7,1000,0
AlCuO3,1000,0
AlFeO3,1000,0
MnAlO3,1000,0
Al(WO2)2,1000,0
AlWF5,1000,0
Ti2AlO4,1000,0
Al4CO,1000,0
Al2W2O7,1000,0
Zr6Al2Co,1000,0
YbAl2Ni,1000,0
Al2NiO4,1000,0
AlV2O4,1000,0
Al2NiO4,1000,0
Al2NiO4,1000,0
Er(AlGe)2,1000,0
Sc2AlC,1000,0
YMgAl,1000,0
BaAlSi,1000,0
SrAlGe,1000,0
Tb2AlCo2,1000,0
Li3AlF6,1000,0
Lu2Al3Co,1000,0
AlCrCu2,1000,0
ScAlCu2,1000,0
Sm(Al2Cu)4,1000,0
LuAl4Ni,1000,0
Mg(AlS2)2,1000,0
U(Al10V)2,1000,0
Ce2Al3Ge4,1000,0
Nd3AlN,1000,0
NaAlH4,1000,0
CsAlCl4,1000,0
KAlCl4,1000,0
AlTl2F5,1000,0
AlICl6,1000,0
AlCuCl4,1000,0
AlSbI6,1000,0
CaAl12O19,1000,0
Na7Al2Sb5,1000,0
Dy(AlCl4)3,1000,0
Ca2AlF7,1000,0
CaAl2O4,1000,0
Eu(AlCl4)2,1000,0
Ba(AlCl4)2,1000,0
Sr(AlCl4)2,1000,0
U2AlCo3,1000,0
PrAl3Ni2,1000,0
U2Al19Co6,1000,0
MgAl2Cu,1000,0
Y3Al5O12,1000,0
LiAl2Pd,1000,0
Sr2Al6O11,1000,0
AlCuO2,1000,0
Ce3(Al3Ru)4,1000,0
MnAlFe2,1000,0
AlSiTe3,1000,0
Mg4AlSi6,1000,0
Ho2Al3Si2,1000,0
MgAl2O4,1000,0
MgAl2O4,1000,0
Sr3Al2O6,1000,0
CeAlO3,1000,0
NaAlB14,1000,0
Al2FeO4,1000,0
SrAl4O7,1000,0
Yb3Al5O12,1000,0
ZrAlCo2,1000,0
Yb(Al2Mo)2,1000,0
TbAlO3,1000,0
Mn3AlC,1000,0
RbAlF4,1000,0
Al2SiO5,1000,0
TiAlCu2,1000,0
CeAl5Ni2,1000,0
TiAl2O5,1000,0
AlCuS2,1000,0
Dy(Al2Fe)4,1000,0
Na3AlP2,1000,0
RbAlF4,1000,0
MgAl2O4,1000,0
Ca12Al14O33,1000,0
MgAl6O10,1000,0
Al6SnTe10,1000,0
Al2CoO4,1000,0
LaAlO3,1000,0
MgAl2O4,1000,0
Mg(AlB14)2,1000,0
Al2FeO4,1000,0
MgAl2O4,1000,0
Al2NiO4,1000,0
Al(TeCl2)2,1000,0
RbAlF4,1000,0
Al5C3N,1000,0
CsAlF4,1000,0
Li3AlF6,1000,0
AlPO4,1000,0
AlPO4,1000,0
CaAl2O4,1000,0
Y4Al2O9,1000,0
Nd4Al2O9,1000,0
CaAlSi,1000,0
LuAlSi,1000,0
Er2Al3Co,1000,0
NdAlPt,1000,0
Sm2AlGe3,1000,0
TmAlRh,1000,0
La5Al3Ni2,1000,0
Eu(Al2Fe)4,1000,0
Th2Al2C3,1000,0
Al(BH4)3,1000,0
Zr3Al3C5,1000,0
Pr(AlGa)2,1000,0
Ba(AlGe)2,1000,0
Ca3(AlN2)2,1000,0
Ti(AlCl4)2,1000,0
PrAlSi2,1000,0
U4Al18Ni5,1000,0
Cs3AlAs2,1000,0
CeAlRu,1000,0
Al2NiCl8,1000,0
AlHO2,1000,0
AlHO2,1000,0
AlHO2,1000,0
AlHO2,1000,0
Al(HO)3,1000,0
Al(HO)3,1000,0
Al(HO)3,1000,0
AlInB,1000,0
Zr5AlNi4,1000,0
Ca4MgAl3,1000,0
Al2SiO5,1000,0
AlFe2Mo,1000,0
Al2CoO4,1000,0
AlHO2,1000,0
NaAl11O17,1000,0
Ca3AlCd17,1000,0
Sr10Al6O19,1000,0
Mg3(MnAl9)2,1000,0
Al2Hg5Se8,1000,0
AlPO4,1000,0
Al2NiO4,1000,0
Al2Si4O11,1000,0
TiAlNi2,1000,0
NbAlO4,1000,0
AlInO3,1000,0
LuAlO3,1000,0
MgAl10O16,1000,0
YbAlO3,1000,0
TaAlO4,1000,0
RbAl11O17,1000,0
La2Al4O9,1000,0
Mn2AlO4,1000,0
LaAlO3,1000,0
TiAlO3,1000,0
AlFeO3,1000,0
CeAlO3,1000,0
AlCoO3,1000,0
AlAsO4,1000,0
LiDy2Al,1000,0
LiPm2Al,1000,0
Sc2AlTc,1000,0
LiCa2Al,1000,0
AlVOs2,1000,0
LiAlAu2,1000,0
PaAlAu2,1000,0
Gd(AlSi)2,1000,0
Ti6Al16Ni7,1000,0
Lu2MgAl,1000,0
TiAlPd2,1000,0
Y3Al7Cu2,1000,0
AlVRu2,1000,0
LiNd2Al,1000,0
TiAlRu2,1000,0
Li2NdAl,1000,0
Al(Ni3B2)4,1000,0
LiAlPd2,1000,0
AlVPt,1000,0
TaAlPt,1000,0
Na3AlTe3,1000,0
ZrAlO3,1000,0
Sm(Mg4Al3)4,1000,0
Gd(Al2Cu)4,1000,0
EuAlO3,1000,0
Li(Mg4Al3)4,1000,0
Sm2AlCd,1000,0
Sc6Al16Ir7,1000,0
YHoAl2,1000,0
SmAlCu,1000,0
LiAl2Os,1000,0
HfAlIr2,1000,0
AlCr2C,1000,0
Nb3AlC2,1000,0
Nb2AlC,1000,0
AlNiO3,1000,0
AlFeO3,1000,0
AlCoO3,1000,0
AlFeO3,1000,0
TiAlO3,1000,0
AlNiO3,1000,0
Al5(CoO4)3,1000,0
AlBiO3,1000,0
MnAlO3,1000,0
AlWO3,1000,0
AlBiO3,1000,0
Al(SnO2)2,1000,0
AlFe3F15,1000,0
Mn2AlO4,1000,0
Er3AlN,1000,0
Ho3AlN,1000,0
Lu3AlN,1000,0
Ti2AlNi,1000,0
AlPO4,1000,0
Mg6AlC,1000,0
La4Al6O15,1000,0
CeAl3Pt2,1000,0
Al2FeS4,1000,0
SmAl2Ni,1000,0
LuAl2Pd5,1000,0
Ca2Al2O5,1000,0
Er2AlSi2,1000,0
Tm2AlSi2,1000,0
Lu2AlSi2,1000,0
CeAl3Cu,1000,0
Lu2AlNi2,1000,0
CeAlIr,1000,0
AlNF4,1000,0
YbAlB4,1000,0
YAlPd2,1000,0
Ca2AlPt2,1000,0
ThAlNi,1000,0
Sm(AlAu)2,1000,0
Tb(AlAu)2,1000,0
ThAlPt,1000,0
UAlNi,1000,0
CeAl2Pt,1000,0
PrAlH6,1000,0
PrAlNi,1000,0
UAlPt,1000,0
U(AlAu)2,1000,0
NdAlCu,1000,0
AlCrNi2,1000,0
MnAlPd2,1000,0
ScAlNi2,1000,0
AlVNi2,1000,0
Y2AlHg,1000,0
Sc2AlIn,1000,0
La2AlZn,1000,0
Al2CuPd,1000,0
LiSc2Al,1000,0
AlGaNi2,1000,0
LiAlZn2,1000,0
TaAlRe2,1000,0
Al2TcNi,1000,0
Al2CrFe,1000,0
AlTc2Ge,1000,0
LaYAl2,1000,0
LiAlHg2,1000,0
Li2AlAu,1000,0
Al2NiPt,1000,0
ScAl2Os,1000,0
HfAlTc2,1000,0
AlSiNi2,1000,0
Al2Zn2S5,1000,0
Al2ZnS4,1000,0
AlCuS2,1000,0
LiAl2Co,1000,0
AlSnRu2,1000,0
Al2TcAu,1000,0
YAlAu2,1000,0
LiAlGa2,1000,0
Ti2NbAl,1000,0
ErAlPt,1000,0
NaAlH4,1000,0
DyAlPd,1000,0
PrAl7Au3,1000,0
SmAlPt,1000,0
Al2HgSe4,1000,0
KAlN4,1000,0
Zr6Al2Fe,1000,0
MgAlH5,1000,0
Mn(AlS2)2,1000,0
Ce2AlGe6,1000,0
LaAl33O51,1000,0
HfAlPt,1000,0
BaAl2O6,1000,0
Ca3Al2O12,1000,0
Al2CuPd,1000,0
AlGaNi2,1000,0
AlGaRu2,1000,0
BaAlO3,1000,0
HoScAl2,1000,0
HoLuAl2,1000,0
Li(Mg4Al3)4,1000,0
LiAl2Au,1000,0
Mg16Al12Cd,1000,0
Mg16Al12Cr,1000,0
Mg16Al12Pd,1000,0
Mg16Al12Si,1000,0
Mg16Al12V,1000,0
Mg17Al11Rh,1000,0
Mg17Al11Si,1000,0
Mg16UAl12,1000,0
Na(Mg4Al3)4,1000,0
PmSmAl2,1000,0
Sr(Mg4Al3)4,1000,0
Yb2Al2O5,1000,0
YbAlHg2,1000,0
YbAlO3,1000,0
NdAlPd2,1000,0
Nb4AlN3,1000,0
Al(ClO2)3,1000,0
Pr2Al3Ge4,1000,0
Eu2(AlAu2)3,1000,0
GdEr4Al15,1000,0
UAl5Cu6,1000,0
Hf3AlAu2,1000,0
Ho3AlNi8,1000,0
Dy3AlNi8,1000,0
Pr2AlCo2,1000,0
Sc6Al16Ru7,1000,0
Hf6Al16Co7,1000,0
Ce(Al5Fe)2,1000,0
Sc6Al16Rh7,1000,0
Sc6Al16Pd7,1000,0
Ti6Al16Rh7,1000,0
AlNi9B8,1000,0
Sm(Al10V)2,1000,0
Al16As9O76,1000,0
Ba3Al3P5,1000,0
Al2GeO6,1000,0
Tm6Al43Cr4,1000,0
Mg4AlSi3,1000,0
Al4SO18,1000,0
Ce3(Al3Pt2)2,1000,0
Al3Pb5F19,1000,0
SrAlF5,1000,0
Ca3Al2O12,1000,0
LiAlAs2,1000,0
Sm12Al5Fe14,1000,0
Tb6Al43Mo4,1000,0
TbAlB14,1000,0
Tm6Al43W4,1000,0
KAlF4,1000,0
U6Al43Mo4,1000,0
Al2PO8,1000,0
Al2Cr4O19,1000,0
ErAlSi,1000,0
U3Al2Ge3,1000,0
U2(Al3Rh)3,1000,0
Tm2(Al3Pd)3,1000,0
Tm2(Al3Rh)3,1000,0
Tm6Nb4Al43,1000,0
Ti4(NbAl3)3,1000,0
Ta5Al3C,1000,0
Tb12Al7Si,1000,0
Tb6Al39V8,1000,0
Sr4Mg3Al5,1000,0
Sm6Al39V8,1000,0
Pr(Al5Fe)2,1000,0
Nd(Al5Os)2,1000,0
Nd6Nb4Al43,1000,0
Nd6Al43V4,1000,0
Lu2(Al3Rh)3,1000,0
Lu6Nb4Al43,1000,0
Mn6Al31Cu2,1000,0
LaAl3Ni2,1000,0
La(Al5Fe)2,1000,0
Lu(Al5Re)2,1000,0
La10Al5I8,1000,0
KAlBr4,1000,0
Ho2(Al3Ir)3,1000,0
Dy(Al5Fe)2,1000,0
Dy6Ta4Al43,1000,0
CaAl2F8,1000,0
Al6GeW,1000,0
Al3Co3Si4,1000,0
Al7Cu2Rh,1000,0
Al(Bi3O5)4,1000,0
Ca10Al2Cu19,1000,0
Al2(Zn13Pd3)3,1000,0
Al4Re12B,1000,0
ZrAlCo,1000,0
YbYAl4,1000,0
Zr2Al3Co,1000,0
Zr(AlFe)6,1000,0
YAl7Cu5,1000,0
YEr2Al9,1000,0
UAl7Fe5,1000,0
Y9Al5S21,1000,0
TmAlCu4,1000,0
Tm(AlCu)6,1000,0
U2Al3Fe,1000,0
UMn5Al7,1000,0
TiAlV2,1000,0
TiAlPd2,1000,0
Ti2NbAl,1000,0
Ti3AlNi12,1000,0
ThAl2Ni3,1000,0
ThAl2Co3,1000,0
Ti13Al9Co8,1000,0
Tb9Al5Se21,1000,0
Ta10Al6B,1000,0
TaNbAl6,1000,0
TaAlZn,1000,0
TaAl4Ni15,1000,0
Sr3CaAl8,1000,0
Sr2Al7Ge,1000,0
Sr2AlIn3,1000,0
Sm9Al5S21,1000,0
Sm9Al5Se21,1000,0
SmAlCu,1000,0
PrAlNi4,1000,0
PrNdAl4,1000,0
PrYAl6,1000,0
PrNdAl6,1000,0
Pr2Al7Cu,1000,0
Pr2AlFe16,1000,0
NdAlSi,1000,0
Nb6AlSb,1000,0
NbAlCr4,1000,0
Nb3AlCo8,1000,0
Nd9Al5S21,1000,0
MnAl2Co,1000,0
MnAl2Cu,1000,0
Mn2Al2Cu,1000,0
Mn11Al4V,1000,0
Lu2AlCo3,1000,0
LaLuAl4,1000,0
LaBeAl3,1000,0
LaAlCu4,1000,0
La2Al3Cu7,1000,0
Hf2Al3Cu,1000,0
HoAlNi4,1000,0
HfAlPd,1000,0
HfAlCo,1000,0
Hf(AlNi4)3,1000,0
GdHoAl6,1000,0
GdAlNi4,1000,0
Er2Al3Ga,1000,0
Er2Al3Cu,1000,0
Gd(AlCr)6,1000,0
Er9Al5S21,1000,0
CeAlNi4,1000,0
CeMnAl,1000,0
CeEuAl4,1000,0
Ce2Al41Mo3,1000,0
CaYbAl4,1000,0
CaLaAl4,1000,0
Be4AlCr,1000,0
Be4AlNi,1000,0
LaAl4Co,1000,0
CaAl12O19,1000,0
Ca6MnAl11,1000,0
AlSiNi6,1000,0
BaAlF5,1000,0
Al4Ni3Pt,1000,0
Al6CoCu3,1000,0
Al4Ni15Ge,1000,0
Al3GaN4,1000,0
Al2ZnSe4,1000,0
Al3BC3,1000,0
Ca43Al16Pb13,1000,0
Al4Fe5Rh,1000,0
AlVFe2,1000,0
AlOF3,1000,0
AlReGe,1000,0
AlNi6Ge,1000,0
AlGaN2,1000,0
AlGeMo,1000,0
Al2CoRu,1000,0
AlGaNi6,1000,0
Al3Ni2Pt,1000,0
Al3(PO8)2,1000,0
AlBiN2,1000,0
YAlN2,1000,0
ScAlN2,1000,0
Al2CoN3,1000,0
Mn3Al3N5,1000,0
TiAlO3,1000,0
Li2LaAl,1000,0
Al14(CuSe8)3,1000,0
Al2Ni2O7,1000,0
KAl11O17,1000,0
AlW3O8,1000,0
Al(FeS2)2,1000,0
AlSb3F15,1000,0
Mn2Al2O7,1000,0
Al2(CuSe2)3,1000,0
Al(WF5)3,1000,0
Al2V2O7,1000,0
ScAl2Os,1000,0
AlCrF5,1000,0
AlFe3F15,1000,0
AlV2W,1000,0
AlNiF5,1000,0
Al13(CuSe8)3,1000,0
Mn3Al2F15,1000,0
ScAl2Ni,1000,0
YbAlAu,1000,0
Ba(AlSi)2,1000,0
Mn2AlCo,1000,0
YAl2Ni,1000,0
Dy2AlCo2,1000,0
Al(PO3)3,1000,0
AlTlO2,1000,0
Lu3Al5O12,1000,0
NdAlO3,1000,0
TaAlO4,1000,0
Th(AlC)4,1000,0
TiAlAu,1000,0
BaAl9Fe2,1000,0
Ce(MnAl2)4,1000,0
SrAl9Co2,1000,0
LuAl7Au3,1000,0
CaAlF5,1000,0
Tb6Al3Si,1000,0
K2Al2Sb3,1000,0
Ca3AlSb3,1000,0
Yb4Al23Ni6,1000,0
AlVO4,1000,0
AlV2O4,1000,0
CeAlO3,1000,0
GdAlPd,1000,0
U(Al5Fe)2,1000,0
Gd2AlGe2,1000,0
Sr(AlPb)2,1000,0
CeAlPd,1000,0
Gd(Al2Cr)4,1000,0
EuAlO3,1000,0
Sc11(AlGe4)2,1000,0
Al2Hg3Cl8,1000,0
Al(HO)3,1000,0
NbAlCl8,1000,0
Sr5(AlSb3)2,1000,0
Al3Te3I,1000,0
UAl3Ni2,1000,0
HoAlNi,1000,0
KAlF4,1000,0
Al4Cu2O7,1000,0
Ho(AlCl4)3,1000,0
Ca3(AlN2)2,1000,0
Na2Al2Sb3,1000,0
Ca(AlZn)2,1000,0
Li2AlPt,1000,0
SrAl2O4,1000,0
Nb4AlC3,1000,0
Ti3AlC,1000,0
NaAl11O17,1000,0
MgAl2O4,1000,0
CaAl9Ni,1000,0
Al(CN)3,1000,0
KAlO,1000,0
Sr(AlTe2)2,1000,0
ZrAlCu2,1000,0
Al2NiO4,1000,0
Al2CoO4,1000,0
Al(FeB)2,1000,0
BaAl2O4,1000,0
Mg(AlS2)2,1000,0
Zr2AlC,1000,0
Mg3Al14O24,1000,0
BaAlF5,1000,0
ScAlO3,1000,0
Sc(AlC)3,1000,0
HoAlO3,1000,0
UAlRh,1000,0
Eu(Al4Fe)2,1000,0
Al(Ni10B7)2,1000,0
Al(FeO2)2,1000,0
YAl3Ni2,1000,0
NbAlCo2,1000,0
HfAlCo2,1000,0
Ba14AlSb11,1000,0
MgAl6O10,1000,0
Al2CoO4,1000,0
Al2NiO4,1000,0
MgAl6O10,1000,0
KAl11O17,1000,0
Al2CuO4,1000,0
SrAlF5,1000,0
ZrAlPd2,1000,0
Al(MoS2)4,1000,0
SrAl4O7,1000,0
Na7Al3O8,1000,0
CaAl2O4,1000,0
AlPO4,1000,0
Al2(WO4)3,1000,0
Al2W5O16,1000,0
Ca4Al6O13,1000,0
Ba7Al4Ge9,1000,0
Pr(Al4Co)2,1000,0
Hf3(Al2C3)2,1000,0
AlPI8,1000,0
Al2VCl8,1000,0
SrAlH5,1000,0
La4Al5Br2,1000,0
Gd2(Al3Ir)3,1000,0
La(AlZn)2,1000,0
PrAlPt,1000,0
Ba5Al2Ge7,1000,0
Ca10(Al2Ge3)3,1000,0
TiAlPt,1000,0
Tb3AlC,1000,0
HfAlPt,1000,0
Sm3(AlNi3)2,1000,0
Ti(AlCl4)2,1000,0
Gd3(AlNi3)2,1000,0
NdAlO3,1000,0
Ti(AlBr4)2,1000,0
AlHO2,1000,0
Al(HO)3,1000,0
Al(HO)3,1000,0
